No.,Manufacturer,Product Name,Source(Link),Category,Type
114,TP-Link,"TP-Link Deco Mesh WiFi System (Deco S4) – Up to 5,500 Sq.ft. Coverage, Replaces WiFi Router and Extender, Gigabit Ports, Works with Alexa, 3-pack
Visit the TP-Link S",https://a.co/d/bGhfvAc,Home Control & Connectivity,Smart Connectivity/ Smart Mesh Wi-Fi System
115,TP-Link,"TP-Link Deco AX3000 WiFi 6 Mesh System(Deco X55) - Covers up to 6500 Sq.Ft. , Replaces Wireless Router and Extender, 3 Gigabit ports per unit, supports Ethernet Backhaul, 3 Count (Pack of 1)",https://a.co/d/iAyIwFh,Home Control & Connectivity,Smart Connectivity/ Smart Mesh Wi-Fi System
116,TP-Link,"TP-Link Deco AXE4900 Tri-Band WiFi 6E Mesh WiFi System (Deco XE70 Pro)| 2.5G WAN/LAN Ports | 4.9 Gbps Wi-Fi | 7,200 Sq. Ft Coverage | Connect up to 200 Devices | New 6 GHz Band | 3-Pack |2024 Release",https://a.co/d/5Sy4Joo,Home Control & Connectivity,Smart Connectivity/ Smart Mesh Wi-Fi System
117,TP-Link,"TP-Link Deco Mesh WiFi Router (Deco M5) – Dual Band Gigabit Wireless Router, Quad-core CPU, MU-MIMO, HomeCare, Parental Control, Up to 2,000 sq. ft. Coverage, Works with Alexa, 1-pack",https://a.co/d/3d8bCMD,Home Control & Connectivity,Smart Connectivity/ Smart Mesh Wi-Fi System
118,Google(Nest),Google Wifi - AC1200 - Mesh WiFi System - Wifi Router - 1500 Sq Ft Coverage - 1 pack,https://a.co/d/eDHJk9k,Home Control & Connectivity,Smart Connectivity/ Smart Mesh Wi-Fi System
119,Google(Nest),Google Nest Wifi,https://store.google.com/?hl=en-US,Home Control & Connectivity,Smart Connectivity/ Smart Mesh Wi-Fi System
120,Google(Nest),Google Nest Wifi Pro,https://store.google.com/product/nest_wifi_pro?e=SharedFeatureEnablePolarisNavTest%3A%3ALaunch&hl=en-US&utm_source=google-home-rhea&utm_medium=referral&utm_content=shop-featured-devices_key-household-appliances_Nest%20Wifi%20Pro,Home Control & Connectivity,Smart Connectivity/ Smart Mesh Wi-Fi System
121,Gshine,"Gshine Cuka AC1200 Mesh Wi-Fi System Up to 5,500 sq. ft. Whole Home Coverage and 100+ Devices,WiFi Router/Extender Replacement, Anitivirus,Work with Alexa -3 Packs",https://a.co/d/6NZMa72,Home Control & Connectivity,Smart Connectivity/ Smart Mesh Wi-Fi System
122,D-Link,"D-Link M15/3, Eagle Pro AI Mesh WiFi 6 Router System (3-Pack) - Multi-Pack for Smart Wireless Internet Network, Compatible with Alexa and Google, AX1500",https://a.co/d/3eooAXi,Home Control & Connectivity,Smart Connectivity/ Smart Mesh Wi-Fi System
123,NETGEAR,NETGEAR Orbi Mesh WiFi System,https://www.netgear.com/hub/wifi/mesh/orbi-970-wifi-7/,Home Control & Connectivity,Smart Connectivity/ Smart Mesh Wi-Fi System
124,Linksys,Linksys Velop Intelligent Mesh WiFi System,https://www.linksys.com/gb/linksys-velop-whole-home-intelligent-mesh-wifi-6-ax4200,Home Control & Connectivity,Smart Connectivity/ Smart Mesh Wi-Fi System
125,Logitech,Logitech Harmony Elite,https://www.logitech.com/,Home Control & Connectivity,Smart Connectivity/ Smart Universal Remote
126,Caavo,Caavo Control Center,https://www.caavo.com/,Home Control & Connectivity,Smart Connectivity/ Smart Universal Remote
127,BroadLink,BroadLink RM4 Mini,https://www.ibroadlink.com/,Home Control & Connectivity,Smart Connectivity/ Smart Universal Remote
128,Sofabaton,Sofabaton U1 Universal Remote,https://www.sofabaton.com/,Home Control & Connectivity,Smart Connectivity/ Smart Universal Remote
129,W Wallbox,"Wallbox Pulsar Plus Level 2 Electric Vehicle Smart Charger - 40 Amp, Ultra-Compact, WiFi, Bluetooth, Alexa/Google Home, Energy Star and UL Certified, 25ft Cable, Indoor/Outdoor EVSE, Assembled in USA",https://a.co/d/3K0lkY2,Energy Management & Climate Control,Electric Vehicle Charger
130,Loop,Loop Electric Vehicle Charger,https://loopglobal.com/about,Energy Management & Climate Control,Electric Vehicle Charger
131,Aeotec,Aeotec Home Energy Meter Gen5,https://store.aeotec.com/products/home-energy-meter-gen5-zw095,Energy Management & Climate Control,Smart Energy Monitor
132,Wyze,"Wyze Plug Outdoor, Dual Outlets Energy Monitoring, IP64, 2.4GHz WiFi Smart Plug, Works with Alexa, Google Assistant, IFTTT, No Hub Required, Black – A Certified for Humans Device",https://a.co/d/cH6Zty1,Energy Management & Climate Control,Smart Energy Monitor
133,Sense,Sense Energy Monitor,https://sense.com/,Energy Management & Climate Control,Smart Energy Monitor
134,Neurio,Neurio Home Energy Monitor,https://www.solaris-shop.com/brands/Neurio.html,Energy Management & Climate Control,Smart Energy Monitor
135,The Energy Detective (TED),TED Pro Home Electricity Monitor - Compatible with Alexa,https://www.amazon.com/TED-Pro-Home-Electricity-Monitor/dp/B00XTU9RF2/ref=cm_cr_arp_d_product_top?ie=UTF8,Energy Management & Climate Control,Smart Energy Monitor
136,Aqara,"Aqara Water Leak Sensor, Requires AQARA HUB, Wireless Water Leak Detector, Wireless Mini Flood Detector for Alarm System and Smart Home Automation, for Kitchen Bathroom Basement, Works with IFTTT",https://a.co/d/24DOaDY,Energy Management & Climate Control,Smart Water Monitor
137,Aqara,"Aqara Water Leak Sensor, Requires AQARA HUB, Wireless Water Leak Detector, Wireless Mini Flood Detector for Alarm System and Smart Home Automation, for Kitchen Bathroom Basement, Works with IFTTT",https://a.co/d/ht3vHAb,Energy Management & Climate Control,Smart Water Monitor
138,Buoy,Buoy Whole Home Water Monitor,https://www.buoyhealth.com/,Energy Management & Climate Control,Smart Water Monitor
139,Waterdrop,"Waterdrop Smart Water Leak Detector for Home, Water Monitor and Automatic Shutoff Sensor, Low Temp Alert, Water Usage Monitor, WD-WHM for 1-Inch&3/4 Diameter Pipe, Wireless Water Monitor for Home",https://a.co/d/08xUneX,Energy Management & Climate Control,Smart Water Monitor
140,Dioche,"Water Leak Alarm, WiFi Water Detection Sensor APP Push Record Support Amazon Alexa Google Home, Can Be Installed in The Kitchen / Living Room / Toilet",https://a.co/d/2760GZG,Energy Management & Climate Control,Smart Water Monitor
141,Dioche,"Water Leak Alarm, WiFi Water Detection Sensor APP Push Record Support Amazon Alexa Google Home, Can Be Installed in The Kitchen / Living Room / Toilet",https://a.co/d/9BJwTZr,Energy Management & Climate Control,Smart Water Monitor
142,Flume,Flume Water Monitor,https://flumewater.com/,Energy Management & Climate Control,Smart Water Monitor
143,Flume,"Flume 2 Smart Home Water Monitor & Water Leak Detector: Detect Water Leaks Before They Cause Damage. Monitor Your Water Use to Reduce Waste Installs in Minutes, No Plumbing Required",https://a.co/d/3njfmk6,Energy Management & Climate Control,Smart Water Monitor
144,Fibaro,Fibaro Flood Sensor,https://www.fibaro.com/,Energy Management & Climate Control,Smart Water Monitor
145,Gaoducash,"WiFi Water Sensor Leak Detector: Smart Water Leak Detector, TUYA Smart Water Leak Sensor, Wireless Water Level Sensor with App Alerts and Remote Monitor, Water Detectors & Alarms for Home,Basement",https://a.co/d/dTvu3E8,Energy Management & Climate Control,Smart Water Monitor
146,Govee,"Govee WiFi Water Sensor, 100dB Adjustable Audio Alarm and Smart App Alerts, Leak and Drip Alert with Email, Detector for Home, Basement(Not Support 5G WiFi)",https://a.co/d/fuBDc4l,Energy Management & Climate Control,Smart Water Monitor
147,meross,"meross Smart Water Leak Detector, WiFi Water Sensor Support Apple HomeKit, SmartThings, IP67 Waterproof with App Alerts, Audio Alarm, 100M Range for Home Basement Kitchen (Meross Hub Included)",https://a.co/d/bpklMHI,Energy Management & Climate Control,Smart Water Monitor
148,StreamLabs,StreamLabs Control Smart Water Shut Off Valve,https://streamlabswater.com/,Energy Management & Climate Control,Smart Water Monitor
149,Phyn,Phyn Plus Smart Water Assistant,https://phyn.com/,Energy Management & Climate Control,Smart Water Monitor
150,TREATLIFE,"TREATLIFE Smart Water Leak Detector 4 Pack & Zigbee Hub Kits, Water Sensor Alarm Compatible with Alexa and Google Home, Sensitive Leak and Drip Alert, for Kitchen, Bathroom, and Basement",https://a.co/d/16WgyWd,Energy Management & Climate Control,Smart Water Monitor
151,Kidde,"Kidde WiFi Water Leak Detector & Freeze Alarm, Alexa Device, Smart Leak Detector for Homes with App Alerts,White",https://a.co/d/glduqR3,Energy Management & Climate Control,Smart Water Monitor
152,Solo,"Solo WiFi Water Leak Detector, Smart Water Sensor Alarm, App Remote Notifications, Leak and Drip Detectors for Home, Basement, Kitchen, Laundry, Bathroom Work with Alexa Echo Google Home SmartLife App",https://a.co/d/82Zcri0,Energy Management & Climate Control,Smart Water Monitor
153,Moen,"Moen 900-001 Flo Smart Water Monitor and Automatic Shutoff Sensor, Wi-Fi Water Leak Detector for 3/4-Inch Diameter Pipe",https://a.co/d/0NVwEmC,Energy Management & Climate Control,Smart Water Monitor
154,eMylo,"eMylo Water Leak Detector WiFi, 120dB Water Sensor for Leak WiFi with App Notification, WiFi Water Sensor Work with Tuya and Smart Life APP for Kitchen, Bathroom, Warehouse, Laundry, Basement",https://a.co/d/ighvQai,Energy Management & Climate Control,Smart Water Monitor
155,VEVOR,"VEVOR WI-FI Smart Water Monitor and Automatic Shutoff Detector, Home Water Leak Detector for 3/4"" NPT Diameter Pipe, 2.0-4000 L/H Measure Range with App Alerts",https://a.co/d/ggn277x,Energy Management & Climate Control,Smart Water Monitor
156,Inkbirdplus,"Inkbirdplus WiFi Water Alarm 3 Pack, Smart Home Water Leak Detector with Leak and Drip Sensors,125dB Adjustable Alarm and App Alerts, Compatible with Alexa Google for Kitchen Bathroom Basement",https://a.co/d/cmg7W3t,Energy Management & Climate Control,Smart Water Monitor
157,YoLink,"YoLink DIY Automatic Water Leak Detection & Shut-Off Starter Kit, Valve Operator, Wireless Valve Controller, (3) Leak Sensors, Hub",https://a.co/d/bKXPJxr,Energy Management & Climate Control,Smart Water Monitor
158,YoLink,"YoLink LoRa Smart Water Leak Protection System, Including 1"" Commercial Grade Smart Motorized Stainless Steel Valve, (3) Water Leak Sensors, Hub: Up to 1/4-Mile Range, IFTTT, Alexa, Home Assistant",https://a.co/d/iGqqDHL,Energy Management & Climate Control,Smart Water Monitor
159,YoLink,"YoLink Water Leak Sensor 2,1/4 Mile World's Longest Range Smart Home Water Leak Sensor,Water Leak Detector with Built-in Siren Up to 105dB,Works with Alexa and IFTTT-YoLink Hub Required,YS7904-UC",https://a.co/d/jjQHKAR,Energy Management & Climate Control,Smart Water Monitor
160,YoLink,"YoLink Water Leak Sensor 2,1/4 Mile World's Longest Range Smart Home Water Leak Sensor,Water Leak Detector with Built-in Siren Up to 105dB,Works with Alexa and IFTTT-YoLink Hub Required,YS7904-UC",https://a.co/d/dYpe9hW,Energy Management & Climate Control,Smart Water Monitor
161,YoLink,"YoLink Water Leak Sensor 3-Pack, LoRa Up to 1/4 Mile Open-Air Range Smart Water Leak & Flood Detector, SMS/Text, Email & Push Notifications, w/Alexa, IFTTT, Home Assistant - YoLink Hub Required
Visit the YoLink Store",https://a.co/d/7nsupqg,Energy Management & Climate Control,Smart Water Monitor
162,YoLink,"YoLink Smart Water Valve Controller, with Valve Operator, Easy No-Plumber DIY Installation, Remote Control, Compatible with Alexa/Google Assistant, IFTTT - YoLink Hub Required",https://a.co/d/3gqlsZn,Energy Management & Climate Control,Smart Water Monitor
163,Eve,Eve Water Guard,https://www.apple.com/shop/product/HQ262ZM/A/eve-water-guard?fnode=7b85b4111a33637db27c5e08428ab90dbb6feeb3441d5ac8143db5ada738967115d18f88e876f9723a8f740792341c68d21fa1981d8b8479fa25490d43b35826506c83e610f8ab907d26d6326b7ae6c4985618df7f3bcf9bb8a15ec57762c23e48661a11aa5eed1085e7221e20debb97&fs=f%3Dwatering%26fh%3D482b%252B4669,Energy Management & Climate Control,Smart Water Monitor
164,Cielo Breez,"Cielo Breez Max | Smart AC Controller | WiFi Thermostat for Mini-Split, Window, Portable ACS/Heat Pumps | AI-Based Tech | Free App, No Subscriptions | Alexa, Google, Siri Shortcuts, IFTTT (Black)",https://a.co/d/4FhrOQW,Energy Management & Climate Control,Smart Thermostat & Smart AC Controller
165,Cielo Breez,"Cielo Breez Plus Smart Air Conditioner Controller | WiFi Thermostat for Mini-Split, Window, Portable ACS | Alexa, Google, Siri Shortcuts, SmartThings, IFTTT | Free App | Inbuilt Temp/Humidity Sensors",https://a.co/d/f3vMumZ,Energy Management & Climate Control,Smart Thermostat & Smart AC Controller
166,Cielo Breez,"Cielo Breez Eco Smart AC Controller for Mini Split, Window, Portable ACS | WiFi, Alexa, Google, Siri Shortcuts, SmartThings, IFTTT, Free App, NO Subscriptions | Schedules, Geofencing, Comfy (Black)",https://a.co/d/bgliRTS,Energy Management & Climate Control,Smart Thermostat & Smart AC Controller
167,Cielo Breez,"Cielo Breez Lite | Smart AC Controller for Mini-Split, Window & Portable Air Conditioners & Heat Pumps | Free App, No Subscriptions | Alexa, Google, Siri Shortcuts, SmartThings, IFTTT (White)",https://a.co/d/4tbDwyQ,Energy Management & Climate Control,Smart Thermostat & Smart AC Controller
168,Cielo Breez,"Cielo Breez Lite | Smart AC Controller for Mini-Split, Window & Portable Air Conditioners & Heat Pumps | Free App, No Subscriptions | Alexa, Google, Siri Shortcuts, SmartThings, IFTTT (Black)",https://a.co/d/2Vwa2iI,Energy Management & Climate Control,Smart Thermostat & Smart AC Controller
169,Resideo (formerly Honeywell Home),Resideo Honeywell Home T9 Smart Thermostat with Sensor,https://www.resideo.com/us/en/,Energy Management & Climate Control,Smart Thermostat & Smart AC Controller
170,Honeywell,Honeywell Home T9 Smart Thermostat with Sensor,https://www.honeywellhome.com/us/en,Energy Management & Climate Control,Smart Thermostat
171,Google(Nest),Google Nest Learning Thermostat - Programmable Smart Thermostat for Home - 3rd Generation Nest Thermostat - Works with Alexa - Brass,https://a.co/d/6GyIwdb,Energy Management & Climate Control,Smart Thermostat
172,Google(Nest),Nest Thermostat E,https://store.google.com/us/category/nest_thermostats?hl=en-US,Energy Management & Climate Control,Smart Thermostat
173,Google(Nest),Nest Learning Thermostat,https://store.google.com/us/product/nest_learning_thermostat_3rd_gen?hl=en-US,Energy Management & Climate Control,Smart Thermostat
174,GE,"GE CYNC Smart Thermostat for Home, Energy Star Certified, Smart Home Programmable Wi-Fi Thermostat, Works with Amazon Alexa and Google Home, Digital Touch Screen, Black",https://a.co/d/27qkTB2,Energy Management & Climate Control,Smart Thermostat
175,iDevices,iDevices Thermostat,https://idevicesinc.com/,Energy Management & Climate Control,Smart Thermostat
176,Lux Kono,Lux Kono Smart Thermostat,https://luxproducts.com/kono-4/,Energy Management & Climate Control,Smart Thermostat
177,Cielo Breeze,"Cielo Smart Thermostat | Supports Conventional Systems up to (2H/2C) & Heat Pumps (4H/2C) | Alexa, Google, Siri Shortcuts, SmartThings, IFTTT | Touchscreen Color Display | Free C-Wire Adapter",https://a.co/d/dRTThhJ,Energy Management & Climate Control,Smart Thermostat
178,Cielo Breeze,"Cielo Smart Thermostat Eco | Supports Conventional Systems up to (2H/2C) & Heat Pumps (4H/2C) | Free C-Wire Adapter | Alexa, Google, Siri Shortcuts, SmartThings, IFTTT | DIY Installation (Black)",https://a.co/d/dkCLU6H,Energy Management & Climate Control,Smart Thermostat
179,LEVOIT,"LEVOIT Smart Thermostat for Home, WiFi Programmable Digital Thermostat, Works with Alexa and Smart Sensor, Energy Saving, Large Touch Screen, C-Wire Adapter Included, DIY Install, Aura 400S, White",https://a.co/d/0DDJm4E,Energy Management & Climate Control,Smart Thermostat
180,Vine,"Vine Wi-Fi 7day & 8 Period Programmable Smart Home Thermostat - Wi-Fi TJ-919E, Compatible with Alexa & Google Assistant - 6th Gen",https://a.co/d/3bqMZwY,Energy Management & Climate Control,Smart Thermostat
181,degrii,"Smart Thermostat - Smart Thermostats for Home with App Control, Multi-Schedule Programming, Geofencing, Easy DIY Setup, Programmable Wi-Fi Thermostat, Black",https://a.co/d/drbT4PR,Energy Management & Climate Control,Smart Thermostat
182,MIUCDA,"【2024 New】 AVATTO Thermostat WiFi Smart Programmable Thermostat Works Smart Life or Tuya App Remote Control, Compatible with Alexa, Google Home Voice Control Home Assistant 2.4GHz-WLAN",https://a.co/d/cPRmrEo,Energy Management & Climate Control,Smart Thermostat
183,SASWELL,"Alpha Smart Thermostat with Voice Control, Connected Control Smart Phone Wi-Fi Thermostat, Touchscreen Color Display, DIY, Built-in Alexa. T18UTW-7-WIFI",https://a.co/d/5oAiD16,Energy Management & Climate Control,Smart Thermostat
184,MoesGo,"MoesGo Programmable WiFi Smart Thermostat for Home, No C-Wire Required by C-Wire Adapter, with Zone Remote Sensor, Remote Control Tuya/Smart Life, Compatible with Alexa and Google Assistant, 24VAC",https://a.co/d/0hHgGPz,Energy Management & Climate Control,Smart Thermostat
185,Emerson,"Sensi Touch Smart Thermostat by Emerson with Touchscreen Color Display, Programmable, Wi-Fi, Mobile App, Easy DIY, Data Privacy, Works with Alexa, Energy Star Certified, ST75S-Silver, C-Wire Required",https://a.co/d/7O1POiR,Energy Management & Climate Control,Smart Thermostat
186,Emerson,"Sensi Smart Thermostat, 100 Years Of Expertise, Wi-Fi, Data Privacy, Programmable, Easy DIY Install, Works With Alexa, Energy Star Certified, Mobile App, ST55",https://a.co/d/ih2eteh,Energy Management & Climate Control,Smart Thermostat
187,Emerson,Emerson Sensi Touch Wi-Fi Thermostat,https://sensi.copeland.com/en-us,Energy Management & Climate Control,Smart Thermostat
188,Emerson,"Sensi Lite Smart Thermostat, Data Privacy, Programmable, Wi-Fi, Easy DIY, Works With Alexa, Energy Star Certified, ST25, Most Systems C-Wire Not Required, Except On Heat/Cool Only and Heat Pump System",https://a.co/d/5HoaInP,Energy Management & Climate Control,Smart Thermostat
189,Emerson,"Emerson Sensi Wi-Fi Smart Thermostat for Smart Home, Pro Version, Works with Alexa, Energy Star Certified",https://a.co/d/2YcuFhl,Energy Management & Climate Control,Smart Thermostat
190,Ecobee,Ecobee SmartThermostat with Voice Control,https://www.ecobee.com/en-us/,Energy Management & Climate Control,Smart Thermostat
191,Ecobee,"ecobee3 Lite Smart Thermostat - Programmable Wifi Thermostat - Works with Siri, Alexa, Google Assistant - Energy Star Certified - DIY Install, Black",https://a.co/d/29T6Ukh,Energy Management & Climate Control,Smart Thermostat
192,Ecobee,"ecobee New Smart Thermostat Enhanced - Programmable Wifi Thermostat - Works with Siri, Alexa, Google Assistant - Energy Star Certified - Smart Home",https://a.co/d/6ncnZHD,Energy Management & Climate Control,Smart Thermostat
193,Ecobee,"ecobee New Smart Thermostat Premium with Smart Sensor and Air Quality Monitor - Programmable Wifi Thermostat - Works with Siri, Alexa, Google Assistant",https://a.co/d/2gBciev,Energy Management & Climate Control,Smart Thermostat
